Sıra Numara     Arasınav
1	1222706023	1
2	1322705013	32
3	1322705027	37
4	1322705047	49
5	1422705009	G
6	1422705020	G
7	1422705029	G
8	1422705044	8
9	1422705055	7
10	1422705057	G
11	1422705059	G
12	1422705062	1
13	1522705002	G
14	1522705024	G
15	1522705030	G
16	1522705032	G
17	1522705040	1
18	1522705049	G
19	1522705050	G
20	1522705307	42
21	1522705309	G
22	1522705318	G
23	1522706009	40
24	1522706014	G
25	1622705006	G
26	1622705008	G
27	1622705010	G
28	1622705014	5
29	1622705016	G
30	1622705020	G
31	1622705023	G
32	1622705032	1
33	1622705037	G
34	1622705043	G
35	1622705047	1
36	1622705051	G
37	1622705053	G
38	1622705061	G
39	1622705062	23
40	1622705068	G
41	1622705069	1
42	1622706001	1
43	1622706002	49
44	1622706004	1
45	1622706005	32
46	1622706006	22
47	1622706007	G
48	1622706008	59
49	1622706009	1
50	1622706010	41
51	1622706011	G
52	1622706012	1
53	1622706013	39
54	1622706014	36
55	1722705003	G
56	1722705008	G
57	1722705010	G
58	1722705012	G
59	1722705018	1
60	1722705022	1
61	1722705023	G
62	1722705024	1
63	1722705025	G
64	1722705028	G
65	1722705031	1
66	1722705036	57
67	1722705038	G
68	1722705040	G
69	1722705041	G
70	1722705042	10
71	1722705046	G
72	1722705049	G
73	1722705050	1
74	1722705053	G
75	1722705054	62
76	1722705059	G
77	1722705060	5
78	1722705063	G
79	1722705064	G
80	1722705065	60
81	1722705070	G
82	1722705071	G
83	1722705072	1
84	1722705073	1
85	1722705074	1
86	1822705012	G

