1		1222706023		
2		1322705013		45
3		1422705009		
4		1422705020		
5		1422705029		
6		1422705044		23
7		1422705055		1
8		1422705057		1
9		1422705059		
10		1422705062		
11		1522705002		
12		1522705024		
13		1522705030		
14		1522705032		
15		1522705040		21
16		1522705049		
17		1522705050		
18		1522705307		82
19		1522705309		
20		1522705318		
21		1522706014		
22		1622705008		
23		1622705014		20
24		1622705016		
25		1622705020		
26		1622705032		
27		1622705037		
28		1622705047		3
29		1622705051		
30		1622705053		
31		1622705061		
32		1622705062		38
33		1622705068		
34		1622705069		
35		1622706001		1
36		1622706004		
37		1622706006		37
38		1622706007		
39		1622706009		1
40		1622706010		55
41		1622706011		
42		1622706012		
43		1622706014		82
44		1722705003		
45		1722705008		
46		1722705010		
47		1722705012		
48		1722705018		
49		1722705022		1
50		1722705023		
51		1722705024		
52		1722705025		
53		1722705028		
54		1722705031		
55		1722705038		
56		1722705041		
57		1722705042		40
58		1722705046		
59		1722705049		
60		1722705050		1
61		1722705053		
62		1722705059		
63		1722705060		1
64		1722705065		93
65		1722705072		
66		1722705073		
67		1722705074		
