1		1112706045		
2		1122705016		10
3		1312705008		
4		1312705025		25
5		1312705042		
6		1412705001		60
7		1412705004		1
8		1412705005		
9		1412705014		
10		1412705026		
11		1412706017		
12		1412710002		
13		1422705031		46
14		1512705023		
15		1512705026		
16		1512705028		
17		1512705029		
18		1512705041		
19		1512705051		
20		1512706003		
21		1612705001		
22		1612705005		
23		1612705011		
24		1612705020		
25		1612705040		
26		1612705046		20
27		1612705049		
28		1612705051		
29		1612705073		10
30		1612705075		
31		1612706003		
32		1612706011		
33		1622705017		
34		1712705001		
35		1712705004		
36		1712705006		
37		1712705012		
38		1712705014		
39		1712705022		
40		1712705024		
41		1712705028		
42		1712705029		
43		1712705031		57
44		1712705035		
45		1712705040		
46		1712705041		
47		1712705042		
48		1712705044		
49		1712705047		
50		1712705048		
51		1712705049		
52		1712705052		
53		1712705054		
54		1712705055		
55		1712705057		
56		1712705058		
57		1712705059		
58		1712705060		
59		1712705061		
60		1712705062		2
61		1712705096		7
62		1712705097		12
63		1712705099		
64		1712706002		
